customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_level,main_risk_factors,recommended_action
8409-HPV,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.57,102.73,1,0.9093449531589052,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
8993-EBT,Female,1,No,No,17,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.72,1402.18,1,0.9091764564767142,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3499-NAR,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.54,0.0,1,0.9091362170654349,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
2395-TGN,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.24,161.13,1,0.9088718642012229,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
6998-DMS,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.29,165.3,1,0.9083030447992476,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
9133-SKK,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.56,813.56,0,0.9081003536489668,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
1886-IWF,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.62,729.47,1,0.907664365780581,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
3728-CQI,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.05,459.56,1,0.9074645873587641,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
7765-SGF,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.6,515.48,0,0.9069208437476408,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
1937-JES,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.22,489.03,1,0.9060599717418077,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
4183-LHI,Male,1,No,Yes,10,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.5,829.14,1,0.9058274640716362,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
6954-QJY,Female,1,No,No,6,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.68,380.8,1,0.9057057750941897,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9962-ZKM,Female,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.67,1132.31,1,0.9050746894347945,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8346-PGF,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.6,667.64,0,0.9049602044927433,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
9686-FPM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.22,43.49,1,0.904653136846408,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2789-ZDG,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.11,1571.79,1,0.9045787375568364,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3215-DID,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.8,248.01,1,0.9044121854062718,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
5550-NRK,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.16,27.32,0,0.9040597097393216,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
5878-VBV,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.64,961.4,1,0.9038881421916658,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
8912-JAC,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.78,1006.58,0,0.9035460923873617,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
2815-CKF,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.68,654.01,1,0.9027608170104665,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
2902-JRK,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.35,301.95,1,0.9016535224161946,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
4272-DUK,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.73,393.36,1,0.9015127150368544,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
5583-BOF,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.26,1124.94,0,0.9008954328828793,High,月額契約で解約しやすい / 月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
